vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2022-09-10,5250818.0,5193130.0,4486037.0,89.49,88.5,76.45
2022-09-11,5250872.0,5193375.0,4486991.0,89.49,88.51,76.47
2022-09-12,5250958.0,5193775.0,4488666.0,89.49,88.51,76.5
2022-09-13,5251047.0,5194109.0,4490012.0,89.49,88.52,76.52
2022-09-14,5251151.0,5194453.0,4491141.0,89.49,88.53,76.54
2022-09-15,5251274.0,5194818.0,4492325.0,89.49,88.53,76.56
2022-09-16,5251432.0,5195261.0,4493884.0,89.5,88.54,76.59
2022-09-17,5251573.0,5195603.0,4495482.0,89.5,88.54,76.61
2022-09-18,5251629.0,5195808.0,4496248.0,89.5,88.55,76.63
2022-09-19,5251743.0,5196166.0,4497706.0,89.5,88.55,76.65
2022-09-20,5251826.0,5196518.0,4498894.0,89.5,88.56,76.67
2022-09-21,5251941.0,5196852.0,4499987.0,89.5,88.57,76.69
2022-09-22,5252029.0,5197192.0,4501164.0,89.51,88.57,76.71
2022-09-23,5252158.0,5197554.0,4502705.0,89.51,88.58,76.74
2022-09-24,5252256.0,5197863.0,4504494.0,89.51,88.58,76.77
2022-09-25,5252327.0,5198132.0,4505590.0,89.51,88.59,76.79
2022-09-26,5252428.0,5198469.0,4506989.0,89.51,88.59,76.81
2022-09-27,5252542.0,5198800.0,4508257.0,89.52,88.6,76.83
2022-09-28,5252665.0,5199105.0,4509416.0,89.52,88.6,76.85
2022-09-29,5252768.0,5199388.0,4510602.0,89.52,88.61,76.87
2022-09-30,5252920.0,5199799.0,4512073.0,89.52,88.62,76.9
2022-10-01,5253019.0,5200101.0,4513473.0,89.52,88.62,76.92
2022-10-02,5253076.0,5200260.0,4513945.0,89.52,88.62,76.93
2022-10-03,5253184.0,5200581.0,4515265.0,89.53,88.63,76.95
2022-10-04,5253266.0,5200859.0,4516394.0,89.53,88.63,76.97
2022-10-05,5253357.0,5201121.0,4517621.0,89.53,88.64,76.99
2022-10-06,5253472.0,5201447.0,4518852.0,89.53,88.64,77.01
2022-10-07,5253676.0,5201865.0,4520475.0,89.53,88.65,77.04
2022-10-08,5253789.0,5202156.0,4522047.0,89.54,88.66,77.07
2022-10-09,5253839.0,5202307.0,4522526.0,89.54,88.66,77.07
2022-10-10,5253927.0,5202656.0,4524059.0,89.54,88.66,77.1
2022-10-11,5254011.0,5202955.0,4525432.0,89.54,88.67,77.12
2022-10-12,5254141.0,5203295.0,4526757.0,89.54,88.68,77.15
2022-10-13,5254256.0,5203622.0,4528022.0,89.54,88.68,77.17
2022-10-14,5254413.0,5203975.0,4529591.0,89.55,88.69,77.19
2022-10-15,5254533.0,5204323.0,4531128.0,89.55,88.69,77.22
2022-10-16,5254583.0,5204475.0,4531623.0,89.55,88.7,77.23
2022-10-17,5254716.0,5204866.0,4533293.0,89.55,88.7,77.26
2022-10-18,5254815.0,5205229.0,4534748.0,89.55,88.71,77.28
2022-10-19,5254953.0,5205585.0,4536210.0,89.56,88.71,77.31
2022-10-20,5255084.0,5205935.0,4537691.0,89.56,88.72,77.33
2022-10-21,5255252.0,5206316.0,4540011.0,89.56,88.73,77.37
2022-10-22,5255373.0,5206594.0,4542626.0,89.56,88.73,77.42
2022-10-23,5255418.0,5206806.0,4543543.0,89.56,88.74,77.43
2022-10-24,5255440.0,5206900.0,4544101.0,89.56,88.74,77.44
2022-10-25,5256159.0,5207301.0,4547323.0,89.58,88.74,77.5
2022-10-26,5256556.0,5207707.0,4549755.0,89.58,88.75,77.54
2022-10-27,5256929.0,5208034.0,4552030.0,89.59,88.76,77.58
2022-10-28,5257557.0,5208561.0,4555468.0,89.6,88.77,77.64
2022-10-29,5258376.0,5209077.0,4559671.0,89.61,88.77,77.71
2022-10-30,5258789.0,5209308.0,4560310.0,89.62,88.78,77.72
2022-10-31,5259016.0,5209662.0,4563325.0,89.63,88.78,77.77
2022-11-01,5259365.0,5210089.0,4565873.0,89.63,88.79,77.81
2022-11-02,5259693.0,5210566.0,4568435.0,89.64,88.8,77.86
2022-11-03,5260034.0,5211050.0,4571278.0,89.64,88.81,77.9
2022-11-04,5260977.0,5211672.0,4575037.0,89.66,88.82,77.97
2022-11-05,5261368.0,5212016.0,4578169.0,89.67,88.82,78.02
2022-11-06,5261715.0,5212208.0,4578733.0,89.67,88.83,78.03
2022-11-07,5261951.0,5212659.0,4582216.0,89.68,88.84,78.09
2022-11-08,5262306.0,5213060.0,4584947.0,89.68,88.84,78.14
2022-11-09,5262659.0,5213496.0,4587874.0,89.69,88.85,78.19
2022-11-10,5263000.0,5213851.0,4590649.0,89.69,88.86,78.23
2022-11-11,5263838.0,5214436.0,4594361.0,89.71,88.87,78.3
2022-11-12,5264373.0,5214826.0,4596838.0,89.72,88.87,78.34
2022-11-13,5264606.0,5214920.0,4597371.0,89.72,88.87,78.35
2022-11-14,5264772.0,5215311.0,4600153.0,89.72,88.88,78.4
2022-11-15,5265070.0,5215697.0,4602575.0,89.73,88.89,78.44
2022-11-16,5265328.0,5216018.0,4604685.0,89.73,88.89,78.47
2022-11-17,5265648.0,5216366.0,4607554.0,89.74,88.9,78.52
2022-11-18,5266235.0,5216899.0,4610839.0,89.75,88.91,78.58
2022-11-19,5266801.0,5217407.0,4613381.0,89.76,88.92,78.62
2022-11-20,5266975.0,5217565.0,4614043.0,89.76,88.92,78.63
2022-11-21,5267101.0,5217903.0,4617474.0,89.76,88.92,78.69
2022-11-22,5267505.0,5218286.0,4620573.0,89.77,88.93,78.74
2022-11-23,5267788.0,5218620.0,4623153.0,89.77,88.94,78.79
2022-11-24,5268083.0,5218954.0,4625570.0,89.78,88.94,78.83
2022-11-25,5268716.0,5219447.0,4628404.0,89.79,88.95,78.88
2022-11-26,5269430.0,5219960.0,4631310.0,89.8,88.96,78.93
2022-11-27,5269659.0,5220084.0,4631774.0,89.81,88.96,78.94
2022-11-28,5269807.0,5220404.0,4634783.0,89.81,88.97,78.99
2022-11-29,5270014.0,5220660.0,4636982.0,89.81,88.97,79.02
2022-11-30,5270316.0,5220995.0,4639235.0,89.82,88.98,79.06
2022-12-01,5270556.0,5221270.0,4641292.0,89.82,88.98,79.1
2022-12-02,5271005.0,5221683.0,4643511.0,89.83,88.99,79.14
2022-12-03,5271554.0,5222132.0,4646181.0,89.84,89.0,79.18
2022-12-04,5271745.0,5222240.0,4646650.0,89.84,89.0,79.19
2022-12-05,5271886.0,5222507.0,4649128.0,89.84,89.0,79.23
2022-12-06,5272049.0,5222748.0,4650934.0,89.85,89.01,79.26
2022-12-07,5272205.0,5222962.0,4652564.0,89.85,89.01,79.29
2022-12-08,5272433.0,5223229.0,4654210.0,89.85,89.02,79.32
2022-12-09,5272829.0,5223594.0,4655947.0,89.86,89.02,79.35
2022-12-10,5273338.0,5223929.0,4658320.0,89.87,89.03,79.39
2022-12-11,5273495.0,5224042.0,4658762.0,89.87,89.03,79.4
2022-12-12,5273585.0,5224304.0,4661036.0,89.87,89.03,79.43
2022-12-13,5273762.0,5224646.0,4662904.0,89.88,89.04,79.47
2022-12-14,5273931.0,5224911.0,4664598.0,89.88,89.04,79.5
2022-12-15,5274103.0,5225202.0,4666353.0,89.88,89.05,79.53
2022-12-16,5274387.0,5225637.0,4668443.0,89.89,89.06,79.56
2022-12-17,5274754.0,5226177.0,4670911.0,89.89,89.07,79.6
2022-12-18,5274789.0,5226435.0,4671376.0,89.89,89.07,79.61
2022-12-19,5275020.0,5226668.0,4673786.0,89.9,89.07,79.65
2022-12-20,5275175.0,5226955.0,4675630.0,89.9,89.08,79.68
2022-12-21,5275336.0,5227253.0,4677294.0,89.9,89.08,79.71
2022-12-22,5275490.0,5227557.0,4679050.0,89.91,89.09,79.74
2022-12-23,5275825.0,5228060.0,4681181.0,89.91,89.1,79.78
2022-12-24,5275986.0,5228414.0,4682742.0,89.91,89.1,79.8
2022-12-25,5276173.0,5228654.0,4683043.0,89.92,89.11,79.81
2022-12-26,5276185.0,5228691.0,4683343.0,89.92,89.11,79.81
2022-12-27,5276345.0,5228997.0,4686069.0,89.92,89.11,79.86
2022-12-28,5276577.0,5229355.0,4688297.0,89.92,89.12,79.9
2022-12-29,5276785.0,5229734.0,4690496.0,89.93,89.13,79.94
2022-12-30,5277204.0,5230416.0,4692753.0,89.94,89.14,79.97
2022-12-31,5277405.0,5230785.0,4694376.0,89.94,89.14,80.0
2023-01-01,5277508.0,5230925.0,4694602.0,89.94,89.15,80.01
2023-01-02,5277521.0,5230945.0,4694809.0,89.94,89.15,80.01
2023-01-03,5277571.0,5231116.0,4696034.0,89.94,89.15,80.03
2023-01-04,5277705.0,5231358.0,4697112.0,89.94,89.15,80.05
2023-01-05,5277855.0,5231611.0,4698037.0,89.95,89.16,80.07
2023-01-06,5278177.0,5232114.0,4699613.0,89.95,89.17,80.09
2023-01-07,5278690.0,5232828.0,4701868.0,89.96,89.18,80.13
2023-01-08,5278809.0,5232954.0,4702228.0,89.96,89.18,80.14
2023-01-09,5278864.0,5233123.0,4703559.0,89.96,89.18,80.16
2023-01-10,5278987.0,5233345.0,4704593.0,89.97,89.19,80.18
2023-01-11,5279089.0,5233545.0,4705447.0,89.97,89.19,80.19
2023-01-12,5279201.0,5233779.0,4706367.0,89.97,89.2,80.21
2023-01-13,5279411.0,5234198.0,4707677.0,89.97,89.2,80.23
2023-01-14,5279757.0,5234893.0,4709503.0,89.98,89.21,80.26
2023-01-15,5279891.0,5234916.0,4709820.0,89.98,89.21,80.27
2023-01-16,5279954.0,5235199.0,4710871.0,89.98,89.22,80.28
2023-01-17,5280060.0,5235391.0,4711600.0,89.98,89.22,80.3
2023-01-18,5280148.0,5235566.0,4712298.0,89.99,89.23,80.31
2023-01-19,5280218.0,5235702.0,4713046.0,89.99,89.23,80.32
2023-01-20,5280412.0,5236018.0,4714335.0,89.99,89.23,80.34
2023-01-21,5280566.0,5236290.0,4715308.0,89.99,89.24,80.36
2023-01-22,5280628.0,5236377.0,4715449.0,89.99,89.24,80.36
2023-01-23,5280632.0,5236406.0,4715557.0,89.99,89.24,80.36
2023-01-24,5280637.0,5236474.0,4715629.0,89.99,89.24,80.36
2023-01-25,5280674.0,5236503.0,4716238.0,89.99,89.24,80.38
2023-01-26,5280746.0,5236656.0,4716884.0,90.0,89.24,80.39
2023-01-27,5280878.0,5236956.0,4717693.0,90.0,89.25,80.4
2023-01-28,5281114.0,5237510.0,4718661.0,90.0,89.26,80.42
2023-01-29,5281172.0,5237641.0,4718820.0,90.0,89.26,80.42
2023-01-30,5281199.0,5237713.0,4719397.0,90.0,89.26,80.43
2023-01-31,5281265.0,5237880.0,4719929.0,90.0,89.27,80.44
2023-02-01,5281318.0,5237990.0,4720422.0,90.01,89.27,80.45
2023-02-02,5281362.0,5238111.0,4721052.0,90.01,89.27,80.46
2023-02-03,5281488.0,5238357.0,4721757.0,90.01,89.27,80.47
2023-02-04,5281709.0,5238770.0,4722758.0,90.01,89.28,80.49
2023-02-05,5281756.0,5238851.0,4722891.0,90.01,89.28,80.49
2023-02-06,5281771.0,5238907.0,4723455.0,90.01,89.28,80.5
2023-02-07,5281824.0,5238993.0,4723944.0,90.01,89.28,80.51
2023-02-08,5281874.0,5239089.0,4724511.0,90.01,89.29,80.52
2023-02-09,5281942.0,5239183.0,4725021.0,90.02,89.29,80.52
2023-02-10,5282088.0,5239382.0,4725839.0,90.02,89.29,80.54
2023-02-11,5282340.0,5239794.0,4726845.0,90.02,89.3,80.56
2023-02-12,5282381.0,5239830.0,4726969.0,90.02,89.3,80.56
2023-02-13,5282398.0,5239901.0,4727466.0,90.02,89.3,80.57
2023-02-14,5282440.0,5239990.0,4727871.0,90.02,89.3,80.57
2023-02-15,5282477.0,5240073.0,4728254.0,90.03,89.3,80.58
2023-02-16,5282513.0,5240160.0,4728663.0,90.03,89.3,80.59
2023-02-17,5282617.0,5240358.0,4729217.0,90.03,89.31,80.6
2023-02-18,5282796.0,5240735.0,4729914.0,90.03,89.31,80.61
2023-02-19,5282825.0,5240785.0,4730001.0,90.03,89.31,80.61
2023-02-20,5282835.0,5240829.0,4730289.0,90.03,89.32,80.61
2023-02-21,5282861.0,5240906.0,4730562.0,90.03,89.32,80.62
2023-02-22,5282902.0,5240978.0,4730909.0,90.03,89.32,80.63
2023-02-23,5282936.0,5241075.0,4731497.0,90.03,89.32,80.64
2023-02-24,5283022.0,5241249.0,4732097.0,90.03,89.32,80.65
2023-02-25,5283154.0,5241607.0,4732736.0,90.04,89.33,80.66
2023-02-26,5283184.0,5241685.0,4732895.0,90.04,89.33,80.66
2023-02-27,5283200.0,5241714.0,4733356.0,90.04,89.33,80.67
2023-02-28,5283216.0,5241806.0,4733748.0,90.04,89.33,80.67
2023-03-01,5283243.0,5241873.0,4734023.0,90.04,89.33,80.68
2023-03-02,5283282.0,5241941.0,4734288.0,90.04,89.33,80.68
2023-03-03,5283355.0,5242081.0,4734696.0,90.04,89.34,80.69
2023-03-04,5283430.0,5242280.0,4735043.0,90.04,89.34,80.7
2023-03-05,5283450.0,5242343.0,4735115.0,90.04,89.34,80.7
2023-03-06,5283456.0,5242363.0,4735379.0,90.04,89.34,80.7
2023-03-07,5283472.0,5242415.0,4735646.0,90.04,89.34,80.71
2023-03-08,5283493.0,5242466.0,4735977.0,90.04,89.34,80.71
2023-03-09,5283520.0,5242522.0,4736287.0,90.04,89.34,80.72
2023-03-10,5283615.0,5242675.0,4736812.0,90.04,89.35,80.73
2023-03-11,5283731.0,5242838.0,4737387.0,90.05,89.35,80.74
2023-03-12,5283740.0,5242887.0,4737483.0,90.05,89.35,80.74
2023-03-13,5283796.0,5242927.0,4738001.0,90.05,89.35,80.75
2023-03-14,5283839.0,5242998.0,4738389.0,90.05,89.35,80.75
2023-03-15,5283859.0,5243056.0,4738800.0,90.05,89.35,80.76
2023-03-16,5283893.0,5243114.0,4739121.0,90.05,89.35,80.77
2023-03-17,5283968.0,5243225.0,4739555.0,90.05,89.36,80.77
2023-03-18,5284041.0,5243390.0,4739888.0,90.05,89.36,80.78
2023-03-19,5284068.0,5243434.0,4739936.0,90.05,89.36,80.78
2023-03-20,5284073.0,5243462.0,4740193.0,90.05,89.36,80.78
2023-03-21,5284092.0,5243501.0,4740395.0,90.05,89.36,80.79
2023-03-22,5284111.0,5243550.0,4740590.0,90.05,89.36,80.79
2023-03-23,5284134.0,5243604.0,4740787.0,90.05,89.36,80.79
2023-03-24,5284174.0,5243707.0,4741072.0,90.05,89.36,80.8
2023-03-25,5284255.0,5243878.0,4741347.0,90.06,89.37,80.8
2023-03-26,5284259.0,5243903.0,4741398.0,90.06,89.37,80.8
2023-03-27,5284273.0,5243933.0,4741594.0,90.06,89.37,80.81
2023-03-28,5284292.0,5243989.0,4741801.0,90.06,89.37,80.81
2023-03-29,5284308.0,5244039.0,4742013.0,90.06,89.37,80.81
2023-03-30,5284327.0,5244086.0,4742196.0,90.06,89.37,80.82
2023-03-31,5284390.0,5244205.0,4742496.0,90.06,89.37,80.82
2023-04-01,5284459.0,5244345.0,4742785.0,90.06,89.38,80.83
2023-04-02,5284479.0,5244384.0,4742820.0,90.06,89.38,80.83
2023-04-03,5284479.0,5244414.0,4743041.0,90.06,89.38,80.83
2023-04-04,5284494.0,5244462.0,4743220.0,90.06,89.38,80.84
2023-04-05,5284512.0,5244519.0,4743396.0,90.06,89.38,80.84
2023-04-06,5284543.0,5244584.0,4743651.0,90.06,89.38,80.84
2023-04-07,5284574.0,5244649.0,4743687.0,90.06,89.38,80.84
2023-04-08,5284638.0,5244747.0,4743977.0,90.06,89.38,80.85
2023-04-09,5284659.0,5244795.0,4744024.0,90.06,89.38,80.85
2023-04-10,5284661.0,5244809.0,4744263.0,90.06,89.38,80.85
2023-04-11,5284684.0,5244848.0,4744491.0,90.06,89.38,80.86
2023-04-12,5284706.0,5244903.0,4744651.0,90.06,89.38,80.86
2023-04-13,5284717.0,5244952.0,4744821.0,90.06,89.39,80.86
2023-04-14,5284779.0,5245057.0,4745075.0,90.06,89.39,80.87
2023-04-15,5284842.0,5245190.0,4745348.0,90.07,89.39,80.87
2023-04-16,5284853.0,5245225.0,4745404.0,90.07,89.39,80.87
2023-04-17,5284874.0,5245260.0,4745575.0,90.07,89.39,80.88
2023-04-18,5284898.0,5245300.0,4745702.0,90.07,89.39,80.88
2023-04-19,5284916.0,5245346.0,4745887.0,90.07,89.39,80.88
2023-04-20,5284932.0,5245390.0,4746051.0,90.07,89.39,80.88
2023-04-21,5284978.0,5245471.0,4746298.0,90.07,89.39,80.89
2023-04-22,5284983.0,5245524.0,4746334.0,90.07,89.4,80.89
2023-04-23,5284988.0,5245538.0,4746404.0,90.07,89.4,80.89
2023-04-24,5285019.0,5245595.0,4746790.0,90.07,89.4,80.9
2023-04-25,5285038.0,5245648.0,4746997.0,90.07,89.4,80.9
2023-04-26,5285058.0,5245694.0,4747253.0,90.07,89.4,80.9
2023-04-27,5285081.0,5245756.0,4747510.0,90.07,89.4,80.91
2023-04-28,5285157.0,5245881.0,4747878.0,90.07,89.4,80.91
2023-04-29,5285251.0,5246023.0,4748223.0,90.07,89.4,80.92
2023-04-30,5285258.0,5246060.0,4748274.0,90.07,89.4,80.92
2023-05-01,5285271.0,5246105.0,4748307.0,90.07,89.41,80.92
2023-05-02,5285279.0,5246106.0,4748496.0,90.07,89.41,80.92
2023-05-03,5285295.0,5246146.0,4748696.0,90.07,89.41,80.93
2023-05-04,5285313.0,5246187.0,4748943.0,90.07,89.41,80.93
2023-05-05,5285340.0,5246259.0,4749348.0,90.07,89.41,80.94
2023-05-06,5285412.0,5246369.0,4749647.0,90.08,89.41,80.94
2023-05-07,5285424.0,5246399.0,4749729.0,90.08,89.41,80.95
2023-05-08,5285433.0,5246429.0,4750039.0,90.08,89.41,80.95
2023-05-09,5285453.0,5246485.0,4750303.0,90.08,89.41,80.96
2023-05-10,5285459.0,5246523.0,4750562.0,90.08,89.41,80.96
2023-05-11,5285477.0,5246564.0,4750844.0,90.08,89.41,80.96
2023-05-12,5285519.0,5246647.0,4751122.0,90.08,89.41,80.97
2023-05-13,5285569.0,5246746.0,4751378.0,90.08,89.42,80.97
2023-05-14,5285590.0,5246795.0,4751434.0,90.08,89.42,80.98
2023-05-15,5285597.0,5246804.0,4751640.0,90.08,89.42,80.98
2023-05-16,5285619.0,5246852.0,4751828.0,90.08,89.42,80.98
2023-05-17,5285629.0,5246888.0,4752020.0,90.08,89.42,80.99
2023-05-18,5285645.0,5246928.0,4752202.0,90.08,89.42,80.99
2023-05-19,5285678.0,5246980.0,4752469.0,90.08,89.42,80.99
2023-05-20,5285723.0,5247059.0,4752731.0,90.08,89.42,81.0
2023-05-21,5285739.0,5247090.0,4752781.0,90.08,89.42,81.0
2023-05-22,5285744.0,5247094.0,4753039.0,90.08,89.42,81.0
2023-05-23,5285755.0,5247126.0,4753265.0,90.08,89.42,81.01
2023-05-24,5285768.0,5247163.0,4753499.0,90.08,89.42,81.01
2023-05-25,5285787.0,5247197.0,4753784.0,90.08,89.42,81.02
2023-05-26,5285838.0,5247277.0,4754132.0,90.08,89.43,81.02
2023-05-27,5285869.0,5247372.0,4754414.0,90.08,89.43,81.03
2023-05-28,5285876.0,5247409.0,4754466.0,90.08,89.43,81.03
2023-05-29,5285879.0,5247431.0,4754806.0,90.08,89.43,81.03
2023-05-30,5285905.0,5247474.0,4755071.0,90.08,89.43,81.04
2023-05-31,5285918.0,5247520.0,4755339.0,90.08,89.43,81.04
2023-06-01,5285940.0,5247568.0,4755622.0,90.08,89.43,81.05
2023-06-02,5285956.0,5247579.0,4755670.0,90.08,89.43,81.05
2023-06-03,5285981.0,5247654.0,4755964.0,90.08,89.43,81.05
2023-06-04,5286007.0,5247700.0,4756030.0,90.09,89.43,81.05
2023-06-05,5286007.0,5247736.0,4756410.0,90.09,89.43,81.06
2023-06-06,5286035.0,5247805.0,4756731.0,90.09,89.43,81.07
2023-06-07,5286048.0,5247849.0,4756987.0,90.09,89.44,81.07
2023-06-08,5286064.0,5247902.0,4757211.0,90.09,89.44,81.07
2023-06-09,5286104.0,5247986.0,4757487.0,90.09,89.44,81.08
2023-06-10,5286142.0,5248062.0,4757749.0,90.09,89.44,81.08
2023-06-11,5286150.0,5248078.0,4757781.0,90.09,89.44,81.08
2023-06-12,5286178.0,5248136.0,4758068.0,90.09,89.44,81.09
2023-06-13,5286188.0,5248178.0,4758324.0,90.09,89.44,81.09
2023-06-14,5286199.0,5248209.0,4758549.0,90.09,89.44,81.1
2023-06-15,5286206.0,5248241.0,4758781.0,90.09,89.44,81.1
2023-06-16,5286221.0,5248280.0,4759050.0,90.09,89.44,81.1
2023-06-17,5286238.0,5248327.0,4759254.0,90.09,89.44,81.11
2023-06-18,5286244.0,5248351.0,4759301.0,90.09,89.44,81.11
2023-06-19,5286246.0,5248370.0,4759545.0,90.09,89.44,81.11
2023-06-20,5286262.0,5248406.0,4759763.0,90.09,89.44,81.12
2023-06-21,5286274.0,5248431.0,4759994.0,90.09,89.44,81.12
2023-06-22,5286287.0,5248465.0,4760187.0,90.09,89.45,81.12
2023-06-23,5286298.0,5248517.0,4760426.0,90.09,89.45,81.13
2023-06-24,5286309.0,5248571.0,4760643.0,90.09,89.45,81.13
2023-06-25,5286318.0,5248589.0,4760721.0,90.09,89.45,81.13
2023-06-26,5286318.0,5248607.0,4760866.0,90.09,89.45,81.14
2023-06-27,5286323.0,5248641.0,4761052.0,90.09,89.45,81.14
